,Date,nameOrig,amount,oldbalanceOrg,newbalanceOrig,City,type,Card Type,Exp Type,Gender,isFraud
951,30-May-13,C1917155408,1964.0,31057.0,29093.0,"Ahmedabad, India",CASH_OUT,Signature,Fuel,F,0
952,03-Feb-12,C1848391066,2471.68,22164.0,19692.32,"Surat, India",PAYMENT,Gold,Food,M,0
953,30-Dec-12,C2060285421,20099.26,50779.0,30679.74,"Surat, India",CASH_OUT,Silver,Fuel,M,0
954,24-Jan-12,C1794420585,19067.0,38001.0,18934.0,"Bengaluru, India",TRANSFER,Platinum,Food,M,0
955,02-Feb-12,C1529052797,24725.0,30384.4,5659.4,"Bengaluru, India",CASH_IN,Silver,Bills,F,1
956,28-May-12,C219878056,0.0,0.0,0.0,"Pune, India",CASH_OUT,Platinum,Entertainment,M,0
957,17-Feb-12,C701711304,72808.0,136759.0,63951.0,"Greater Mumbai, India",CASH_OUT,Platinum,Bills,M,0
958,10-Feb-12,C669611353,9299.19,41300.56,32001.37,"Dhubri, India",PAYMENT,Silver,Bills,M,0
959,03-May-14,C1818701892,12500.2,200235.0,187734.8,"Greater Mumbai, India",PAYMENT,Silver,Grocery,F,0
960,07-Mar-15,C193106902,0.0,0.0,0.0,"Ujjain, India",PAYMENT,Platinum,Fuel,M,0
961,27-Jan-12,C1654953186,213668.59,6435521.91,6221853.32,"Jaipur, India",CASH_IN,Gold,Entertainment,F,0
962,26-May-13,C1151717802,4903.35,204725.48,199822.13,"Ahmedabad, India",PAYMENT,Signature,Entertainment,F,0
963,26-Jan-12,C522885163,205418.85,2194073.57,1988654.72,"Pandhurna, India",CASH_IN,Silver,Bills,M,0
964,21-Jul-12,C700775809,2504.0,10434.0,7930.0,"Arrah, India",CASH_OUT,Platinum,Entertainment,M,0
965,29-Oct-12,C206729706,4467.03,88714.1,84247.07,"Hyderabad, India",PAYMENT,Signature,Food,F,0
966,02-Dec-13,C135054940,3467.0,47529.0,44062.0,"Ahmedabad, India",TRANSFER,Signature,Food,M,1
967,14-Jul-13,C116027507,4854.0,46385.0,41531.0,"Raghogarh-Vijaypur, India",CASH_OUT,Silver,Entertainment,M,1
968,28-Feb-13,C630894830,62530.27,195881.0,133350.73,"Sihora, India",CASH_OUT,Silver,Food,F,0
969,26-Nov-11,C950284406,0.0,0.0,0.0,"Surat, India",PAYMENT,Platinum,Food,F,0
970,31-May-14,C335887948,0.0,0.0,0.0,"Delhi, India",PAYMENT,Silver,Entertainment,F,0
971,13-Aug-13,C461262746,20868.7,187763.61,166894.91,"Bengaluru, India",PAYMENT,Signature,Entertainment,F,0
972,01-Jun-14,C1105013678,0.0,0.0,0.0,"Sikandrabad, India",PAYMENT,Platinum,Food,M,0
973,17-Jul-12,C530398548,0.0,0.0,0.0,"Bengaluru, India",PAYMENT,Platinum,Entertainment,F,0
974,03-May-13,C1951745155,170463.84,1054131.6,883667.76,"Delhi, India",CASH_IN,Gold,Food,M,0
975,04-Oct-13,C5492864,21780.0,39324.0,17544.0,"Achalpur, India",CASH_IN,Platinum,Bills,F,1
976,15-Jun-13,C1727982454,0.0,0.0,0.0,"Nohar, India",PAYMENT,Platinum,Bills,M,0
977,19-Mar-13,C1281928540,21209.0,21278.0,69.0,"Greater Mumbai, India",CASH_OUT,Gold,Food,F,0
978,05-Aug-13,C2137241305,3576.0,5717.0,2141.0,"Bengaluru, India",CASH_IN,Platinum,Food,F,0
979,22-Nov-13,C902164083,2053.0,5668.0,3615.0,"Bengaluru, India",CASH_OUT,Silver,Entertainment,F,1
980,20-Dec-12,C1482497586,6650.0,40556.0,33906.0,"Byasanagar, India",CASH_OUT,Silver,Grocery,F,1
981,16-Oct-13,C430723841,111601.12,602511.0,490909.88,"Ahmedabad, India",TRANSFER,Silver,Food,F,0
982,23-Apr-14,C1616182388,4796.0,5053.0,257.0,"Bengaluru, India",CASH_OUT,Gold,Bills,F,0
983,16-Nov-11,C94828387,22074.0,24242.0,2168.0,"Kolkata, India",CASH_OUT,Gold,Food,M,1
984,19-Sep-12,C561274125,7.0,33.0,26.0,"Dharmavaram, India",TRANSFER,Silver,Bills,F,1
985,29-Apr-12,C1115899158,0.0,0.0,0.0,"Greater Mumbai, India",PAYMENT,Signature,Bills,M,0
986,21-Jul-13,C976412785,223402.0,253019.91,29617.91,"Ahmedabad, India",TRANSFER,Platinum,Entertainment,M,0
987,14-Jun-14,C1564423197,13506.0,37539.0,24033.0,"Jaipur, India",CASH_OUT,Platinum,Bills,M,0
988,25-Nov-11,C161879539,12070.0,107285.0,95215.0,"Greater Mumbai, India",CASH_OUT,Signature,Fuel,F,0
989,20-Dec-11,C376903079,58388.91,6325087.17,6266698.26,"Kanpur, India",CASH_IN,Gold,Fuel,F,0
990,30-Mar-14,C515085931,344.0,6053.0,5709.0,"Pune, India",CASH_OUT,Silver,Food,M,1
991,14-Feb-13,C340102444,0.0,0.0,0.0,"Ahmedabad, India",PAYMENT,Gold,Fuel,M,0
992,04-May-12,C1685897976,10399.0,24003.0,13604.0,"Shegaon, India",CASH_OUT,Platinum,Food,M,0
993,26-Dec-12,C1712032122,15654.62,359172.76,343518.14,"Sherkot, India",PAYMENT,Gold,Bills,F,0
994,19-Dec-11,C26105465,4386.0,47646.0,43260.0,"Sillod, India",TRANSFER,Platinum,Food,F,1
995,28-Jan-12,C1717008090,10616.34,210169.52,199553.18,"Vadakkuvalliyur, India",PAYMENT,Signature,Grocery,F,0
996,26-Apr-14,C970237010,9696.88,115225.35,105528.47,"Shahdol, India",PAYMENT,Platinum,Entertainment,M,0
997,25-Apr-12,C872775211,0.0,0.0,0.0,"Delhi, India",PAYMENT,Silver,Grocery,F,0
998,02-Oct-12,C826142276,13813.0,31990.0,18177.0,"Bengaluru, India",CASH_OUT,Silver,Food,F,0
999,16-Apr-14,C1367858066,22523.0,45366.0,22843.0,"Jaipur, India",CASH_OUT,Silver,Travel,M,0
1000,01-Jan-14,C740137546,7722.0,48504.0,40782.0,"Surat, India",CASH_OUT,Platinum,Food,M,0
1001,05-Aug-13,C1365687501,1086.0,1570.0,484.0,"Greater Mumbai, India",CASH_OUT,Silver,Grocery,F,0
1002,14-Jun-12,C9341766,26499.0,371711.94,345212.94,"Mokokchung, India",TRANSFER,Platinum,Bills,F,0
1003,29-Jul-12,C132000190,2979.0,30858.0,27879.0,"Delhi, India",CASH_IN,Platinum,Food,F,0
1004,24-Dec-12,C1447649130,7097.0,30012.0,22915.0,"Nasirabad, India",CASH_OUT,Platinum,Food,F,1
1005,31-Oct-13,C1262994190,0.0,0.0,0.0,"Mysore, India",PAYMENT,Gold,Grocery,F,0
1006,07-Apr-13,C658284142,2619.0,38913.0,36294.0,"Rahuri, India",CASH_OUT,Signature,Bills,F,1
1007,26-Jan-13,C151691870,8218.42,61677.0,53458.58,"Sainthia, India",PAYMENT,Platinum,Fuel,F,0
1008,06-May-12,C1046018092,22319.0,41103.0,18784.0,"Tinsukia, India",CASH_OUT,Gold,Food,M,0
1009,21-Dec-13,C441754060,31193.0,40963.0,9770.0,"Greater Mumbai, India",CASH_OUT,Signature,Grocery,M,0
1010,01-Dec-12,C393124133,9882.0,44793.0,34911.0,"Delhi, India",CASH_OUT,Signature,Grocery,M,1
1011,31-May-14,C1040332145,49932.83,594771.82,544838.99,"Greater Mumbai, India",CASH_OUT,Signature,Fuel,M,0
1012,06-Aug-12,C1007271030,13001.0,30296.0,17295.0,"Greater Mumbai, India",TRANSFER,Signature,Entertainment,F,1
1013,28-Dec-11,C1844852233,0.0,0.0,0.0,"Bengaluru, India",CASH_OUT,Signature,Grocery,F,0
1014,17-Nov-12,C1459380834,11755.0,48504.0,36749.0,"Pathanamthitta, India",CASH_OUT,Silver,Entertainment,M,0
1015,22-Jul-13,C128078769,106032.82,150572.0,44539.18,"Delhi, India",CASH_IN,Silver,Fuel,M,0
1016,16-Oct-13,C1040756532,6906.0,15838.0,8932.0,"Tirunelveli, India",CASH_OUT,Gold,Bills,M,0
1017,19-Jun-13,C629713743,174467.23,9257394.75,9082927.52,"Ahmedabad, India",CASH_IN,Silver,Entertainment,M,0
1018,01-Jan-12,C2079704263,296083.17,785337.0,489253.83,"Delhi, India",CASH_OUT,Gold,Food,M,0
1019,02-Dec-11,C1855694737,10265.0,36908.0,26643.0,"Delhi, India",CASH_OUT,Signature,Bills,F,0
1020,08-Mar-12,C720875157,7212.96,86996.35,79783.39,"Chennai, India",PAYMENT,Platinum,Entertainment,M,0
1021,05-Mar-14,C1274490364,1787.0,5002.0,3215.0,"Greater Mumbai, India",CASH_OUT,Silver,Grocery,F,1
1022,31-Mar-14,C204685609,757.0,5026.0,4269.0,"Greater Mumbai, India",CASH_OUT,Silver,Fuel,M,0
1023,11-Jul-13,C1417220222,7675.0,12873.0,5198.0,"Margao, India",CASH_IN,Gold,Entertainment,M,1
1024,02-Jun-12,C875888891,13318.0,42859.0,29541.0,"Tonk, India",CASH_OUT,Silver,Entertainment,M,1
1025,24-Feb-13,C1879371238,29273.82,73312.0,44038.18,"Delhi, India",CASH_OUT,Gold,Grocery,F,0
1026,06-Jul-12,C520175926,5145.01,33094.13,27949.12,"Delhi, India",PAYMENT,Signature,Bills,M,0
1027,08-Dec-13,C553651283,109157.57,12900000.0,12790842.43,"Fatehabad, India",CASH_IN,Silver,Food,F,0
1028,25-May-12,C514417546,3736.0,20364.0,16628.0,"Jaipur, India",CASH_OUT,Silver,Entertainment,F,0
1029,01-Mar-12,C782233527,1936.39,10865.0,8928.61,"Rajkot, India",DEBIT,Signature,Entertainment,M,0
1030,10-Aug-13,C773216148,185413.14,13300000.0,13114586.86,"Delhi, India",CASH_IN,Platinum,Bills,F,0
1031,26-Sep-12,C1968188221,0.0,0.0,0.0,"Delhi, India",PAYMENT,Platinum,Bills,M,0
1032,16-Apr-12,C961485009,8225.0,30630.0,22405.0,"Pusad, India",CASH_OUT,Gold,Bills,F,0
1033,19-Sep-12,C352513796,18681.0,44094.0,25413.0,"Jaipur, India",CASH_OUT,Gold,Food,F,0
1034,12-Dec-13,C17862321,16715.46,41376.0,24660.54,"Ahmedabad, India",PAYMENT,Platinum,Food,M,0
1035,24-Jun-12,C819747270,0.0,0.0,0.0,"Delhi, India",PAYMENT,Platinum,Food,F,0
1036,05-Jan-12,C1735745918,7435.0,21404.0,13969.0,"Delhi, India",CASH_OUT,Platinum,Grocery,F,0
1037,15-Jun-13,C239437894,644.0,43946.0,43302.0,"Muvattupuzha, India",CASH_OUT,Signature,Food,M,0
1038,09-Jun-14,C1759760713,24619.0,47342.0,22723.0,"Greater Mumbai, India",TRANSFER,Silver,Bills,M,1
1039,23-Oct-11,C2084405473,12011.52,50737.0,38725.48,"Delhi, India",PAYMENT,Signature,Food,F,0
1040,18-Mar-14,C160121277,25539.85,211289.7,185749.85,"Chennai, India",CASH_OUT,Gold,Bills,F,0
1041,12-Jan-13,C647240617,0.0,0.0,0.0,"Delhi, India",CASH_OUT,Silver,Fuel,M,0
1042,03-Jun-14,C179118330,0.0,0.0,0.0,"Satara, India",PAYMENT,Silver,Grocery,M,0
1043,17-Sep-13,C1493650312,14008.0,14382.0,374.0,"Ahmedabad, India",CASH_OUT,Platinum,Fuel,F,1
1044,21-Dec-11,C1356233781,21407.0,46412.79,25005.79,"Amreli, India",TRANSFER,Platinum,Food,F,1
1045,13-Apr-13,C1175693322,26428.0,30505.0,4077.0,"Kolkata, India",CASH_OUT,Signature,Food,F,1
1046,17-Jul-13,C1505516093,0.0,0.0,0.0,"Ahmedabad, India",PAYMENT,Platinum,Grocery,F,0
1047,03-Nov-12,C597832653,0.0,0.0,0.0,"Greater Mumbai, India",CASH_OUT,Gold,Food,F,0
1048,22-May-12,C1208584613,66.98,21448.0,21381.02,"Bengaluru, India",PAYMENT,Signature,Food,M,0
1049,06-Feb-12,C1898431034,66722.0,72433.0,5711.0,"Narayanpet, India",CASH_IN,Gold,Food,F,0
1050,20-Jun-12,C207446793,10135.0,20956.0,10821.0,"Surat, India",CASH_IN,Gold,Entertainment,F,1
1051,20-May-13,C1505776901,213.0,520.0,307.0,"Kolkata, India",CASH_IN,Gold,Entertainment,F,1
1052,19-Apr-13,C1627247515,486245.52,1331146.5,844900.98,"Bengaluru, India",CASH_OUT,Silver,Food,F,0
1053,05-Jan-12,C2088372427,1593.0,3576.0,1983.0,"Surat, India",CASH_OUT,Platinum,Entertainment,F,0
1054,16-Apr-14,C1965492788,13959.94,55577.0,41617.06,"Kanpur, India",PAYMENT,Signature,Travel,F,0
1055,15-Aug-13,C193407278,5798.43,135779.98,129981.55,"Chennai, India",PAYMENT,Platinum,Travel,M,0
1056,08-Aug-13,C1696211980,2706.0,35184.0,32478.0,"Ahmedabad, India",CASH_OUT,Gold,Grocery,F,0
1057,01-Nov-13,C363080515,262611.83,4992520.85,4729909.02,"Pune, India",CASH_IN,Silver,Entertainment,F,0
1058,15-Oct-14,C981765046,5752.16,50541.0,44788.84,"Jamui, India",PAYMENT,Silver,Entertainment,M,0
1059,14-Jun-13,C87915168,19220.54,456848.47,437627.93,"Bengaluru, India",PAYMENT,Silver,Bills,M,0
1060,06-Aug-13,C202017171,22195.0,31727.0,9532.0,"Delhi, India",CASH_OUT,Signature,Travel,M,1
1061,28-Dec-12,C1590760203,7881.0,13434.0,5553.0,"Tenali, India",CASH_OUT,Signature,Bills,M,1
1062,04-May-13,C1958931754,12292.0,36067.0,23775.0,"Greater Mumbai, India",CASH_OUT,Gold,Fuel,F,0
1063,23-Dec-13,C311119988,254742.43,3147665.81,2892923.38,"Bengaluru, India",CASH_IN,Gold,Food,M,0
1064,19-Nov-13,C1991799852,0.0,0.0,0.0,"Lucknow, India",CASH_OUT,Gold,Fuel,M,0
1065,20-Jun-12,C1968532365,22194.03,59951.32,37757.29,"Ahmedabad, India",PAYMENT,Silver,Grocery,F,0
1066,20-Dec-12,C2010537361,20137.0,38593.0,18456.0,"Baleshwar Town, India",CASH_OUT,Signature,Food,M,0
1067,14-Dec-13,C212148701,1768.16,100036.98,98268.82,"Periyakulam, India",PAYMENT,Platinum,Grocery,F,0
1068,09-Oct-12,C211494379,617.0,1051.0,434.0,"Palacole, India",TRANSFER,Gold,Bills,M,1
1069,27-Dec-12,C239832271,208571.31,807724.37,599153.06,"Greater Mumbai, India",CASH_IN,Platinum,Fuel,M,0
1070,18-Sep-12,C2020454375,129.0,138.0,9.0,"Lucknow, India",TRANSFER,Signature,Bills,M,1
1071,17-Nov-12,C693883889,3767.0,32135.16,28368.16,"Bengaluru, India",TRANSFER,Platinum,Entertainment,F,0
1072,02-Dec-13,C1865310371,13878.0,31917.0,18039.0,"Greater Mumbai, India",CASH_OUT,Gold,Food,M,0
1073,06-Aug-13,C898392036,128.0,369.0,241.0,"Baleshwar Town, India",CASH_OUT,Signature,Food,F,1
1074,16-Jun-13,C913028238,10587.0,71538.04,60951.04,"Nanded-Waghala, India",CASH_OUT,Silver,Grocery,F,0
1075,15-Mar-14,C521604389,20126.15,226777.58,206651.43,"Ahmedabad, India",PAYMENT,Silver,Bills,F,0
1076,25-Apr-13,C182320811,595.0,2747.0,2152.0,"Tasgaon, India",CASH_OUT,Gold,Bills,M,1
1077,11-Dec-11,C398571838,53.0,283.0,230.0,"Anantapur, India",CASH_OUT,Gold,Bills,F,1
1078,14-Jan-14,C2085948740,3545.0,11630.0,8085.0,"Jaipur, India",CASH_OUT,Silver,Fuel,M,0
1079,26-Nov-11,C1569513564,3978.0,5649.0,1671.0,"Neem-Ka-Thana, India",PAYMENT,Signature,Food,F,0
1080,12-Feb-13,C717855832,11549.11,27433.0,15883.89,"Ahmedabad, India",PAYMENT,Gold,Fuel,F,0
1081,01-Mar-14,C598406237,0.0,0.0,0.0,"Hyderabad, India",CASH_OUT,Gold,Travel,M,0
1082,12-May-14,C1334714942,27988.7,296402.33,268413.63,"Delhi, India",PAYMENT,Platinum,Grocery,F,0
1083,13-Feb-14,C659049758,8086.46,9145225.49,9137139.03,"Bengaluru, India",CASH_IN,Signature,Fuel,M,0
1084,01-Apr-13,C1324177507,30670.0,70520.0,39850.0,"Ahmedabad, India",CASH_IN,Silver,Food,F,1
1085,19-May-13,C1380225221,0.0,0.0,0.0,"Munger, India",PAYMENT,Silver,Bills,M,0
1086,15-Dec-11,C14487830,14665.07,20276.0,5610.93,"Bengaluru, India",PAYMENT,Silver,Entertainment,M,0
1087,31-May-13,C1953117288,0.0,0.0,0.0,"Bengaluru, India",PAYMENT,Silver,Food,M,0
1088,01-Jun-12,C167401610,3936.06,620189.24,616253.18,"Delhi, India",PAYMENT,Gold,Bills,M,0
1089,17-Oct-13,C1226341913,0.0,0.0,0.0,"Kolkata, India",PAYMENT,Platinum,Entertainment,F,0
1090,06-Oct-12,C882484504,31086.85,191630.12,160543.27,"Kanpur, India",PAYMENT,Silver,Bills,F,0
1091,02-Feb-12,C734556844,3564.16,71164.16,67600.0,"Greater Mumbai, India",PAYMENT,Signature,Entertainment,M,0
1092,10-Mar-14,C2143791496,166703.46,1948566.71,1781863.25,"Chennai, India",CASH_IN,Gold,Food,M,0
1093,05-Apr-14,C627353613,4328.0,10042.0,5714.0,"Sultanpur, India",CASH_IN,Silver,Entertainment,M,1
1094,20-Dec-11,C1255469143,16135.77,71673.0,55537.23,"Greater Mumbai, India",PAYMENT,Signature,Bills,M,0
1095,24-Apr-12,C725905593,18554.84,137959.55,119404.71,"Balurghat, India",PAYMENT,Platinum,Bills,F,0
1096,18-Sep-13,C1769436699,2293.2,8139.0,5845.8,"Greater Mumbai, India",PAYMENT,Platinum,Food,F,0
1097,06-Sep-13,C586854799,23250.0,970740.81,947490.81,"Ahmedabad, India",PAYMENT,Signature,Food,F,0
1098,23-Feb-14,C2077401242,9449.0,48443.0,38994.0,"Phalodi, India",CASH_OUT,Gold,Entertainment,F,1
1099,16-Apr-12,C1871079963,0.0,0.0,0.0,"Bhadrachalam, India",PAYMENT,Platinum,Entertainment,M,0
1100,19-Nov-11,C1305572696,3128.0,12280.0,9152.0,"Greater Mumbai, India",TRANSFER,Gold,Fuel,M,1
1101,06-Dec-12,C1252951560,9723.0,104724.0,95001.0,"Bengaluru, India",CASH_OUT,Platinum,Grocery,M,0
1102,27-Dec-11,C1769804324,19310.0,107557.0,88247.0,"Kolkata, India",TRANSFER,Silver,Bills,M,1
1103,10-Oct-12,C1382942662,10427.0,15658.0,5231.0,"Raayachuru, India",CASH_IN,Platinum,Bills,F,1
1104,06-Mar-14,C372476953,103187.66,129729.01,26541.35,"Ahmedabad, India",CASH_OUT,Gold,Food,F,0
1105,29-Feb-12,C1910391459,23.0,194.0,171.0,"Kanpur, India",CASH_OUT,Silver,Fuel,F,0
1106,28-Mar-13,C1095437049,450.1,5768.0,5317.9,"Greater Mumbai, India",PAYMENT,Signature,Entertainment,F,0
1107,24-Sep-13,C430764345,0.0,0.0,0.0,"Ahmedabad, India",CASH_OUT,Platinum,Food,F,0
1108,30-Jan-12,C1375549686,6031.0,40311.0,34280.0,"Kharar, India",CASH_OUT,Gold,Entertainment,F,1
1109,13-Dec-11,C1492108541,475.0,641.0,166.0,"Surat, India",CASH_IN,Silver,Food,M,1
1110,14-Apr-14,C1443884393,396492.97,6164945.37,5768452.4,"Chennai, India",CASH_IN,Signature,Food,F,0
1111,06-Apr-14,C802015571,22443.0,43007.0,20564.0,"Greater Mumbai, India",CASH_OUT,Signature,Food,M,0
1112,14-May-13,C2130434268,292160.22,1970761.58,1678601.36,"Bengaluru, India",CASH_IN,Platinum,Bills,F,0
1113,13-Jun-12,C510022807,0.0,0.0,0.0,"Delhi, India",PAYMENT,Signature,Grocery,F,0
1114,18-Apr-12,C1890755974,336.0,495.0,159.0,"Bengaluru, India",CASH_IN,Platinum,Fuel,M,0
1115,29-Nov-11,C1207773582,17172.49,18926.51,1754.02,"Paravoor, India",PAYMENT,Signature,Fuel,M,0
1116,14-Apr-14,C896547915,0.0,0.0,0.0,"Ahmedabad, India",CASH_OUT,Gold,Fuel,M,0
1117,17-Jul-12,C438892905,617.03,255768.0,255150.97,"Delhi, India",PAYMENT,Platinum,Entertainment,M,0
1118,23-Mar-12,C2097724663,21178.0,3297903.39,3276725.39,"Ahmedabad, India",CASH_IN,Gold,Grocery,M,0
1119,21-Apr-14,C1712586693,26326.92,226229.91,199902.99,"Bengaluru, India",PAYMENT,Gold,Food,F,0
1120,25-Aug-12,C1048474231,0.0,0.0,0.0,"Ottappalam, India",CASH_OUT,Platinum,Food,M,0
1121,10-Jan-14,C1136490781,4582.0,40115.0,35533.0,"Loni, India",CASH_OUT,Signature,Fuel,M,0
1122,04-Oct-13,C1599507031,14343.66,143843.0,129499.34,"Hyderabad, India",PAYMENT,Silver,Fuel,M,0
1123,29-May-13,C339167294,0.0,0.0,0.0,"Jaipur, India",PAYMENT,Silver,Bills,M,0
1124,06-Dec-11,C1888014862,180596.38,11200000.0,11019403.62,"Delhi, India",CASH_IN,Silver,Fuel,F,0
1125,08-Sep-13,C1918989299,0.0,0.0,0.0,"Bengaluru, India",PAYMENT,Silver,Fuel,F,0
1126,05-Feb-14,C1490473523,15790.0,30688.0,14898.0,"Delhi, India",TRANSFER,Platinum,Entertainment,M,1
1127,11-Sep-12,C117604172,296275.6,558605.47,262329.87,"Ahmedabad, India",CASH_OUT,Platinum,Fuel,M,1
1128,05-Jun-12,C672247484,384833.92,795009.0,410175.08,"Bengaluru, India",CASH_OUT,Gold,Fuel,M,0
1129,22-Nov-11,C1900030604,25406.0,266702.89,241296.89,"Greater Mumbai, India",CASH_IN,Gold,Food,F,1
1130,24-Mar-13,C177953873,5218.24,221758.44,216540.2,"Bengaluru, India",PAYMENT,Platinum,Fuel,M,0
1131,09-Nov-13,C26642125,355.0,506.0,151.0,"Ahmedabad, India",CASH_IN,Silver,Food,M,1
1132,14-Dec-11,C1621289083,56267.1,155288.0,99020.9,"Bengaluru, India",CASH_IN,Platinum,Food,F,0
1133,06-Jul-13,C2141142840,4603.0,27147.0,22544.0,"Panruti, India",TRANSFER,Signature,Food,F,0
1134,22-Nov-14,C1777706812,103213.52,8574978.25,8471764.73,"Dimapur, India",CASH_IN,Gold,Entertainment,F,0
1135,23-Nov-11,C1573188793,227811.5,4191009.31,3963197.81,"Kanpur, India",CASH_IN,Platinum,Grocery,M,0
1136,28-Aug-13,C209171198,24311.0,30239.0,5928.0,"Delhi, India",TRANSFER,Platinum,Grocery,M,1
1137,01-Apr-12,C1547094141,16764.0,17020.0,256.0,"Greater Mumbai, India",CASH_OUT,Silver,Bills,F,0
1138,14-Jan-12,C1550800757,7838.96,37183.0,29344.04,"Chennai, India",PAYMENT,Gold,Food,F,0
1139,23-Aug-13,C1533165195,22118.0,30841.0,8723.0,"Delhi, India",CASH_IN,Silver,Fuel,M,0
1140,06-Feb-13,C688082519,7094.89,183925.36,176830.47,"Medak, India",PAYMENT,Gold,Entertainment,M,0
1141,22-Nov-12,C1349334736,6829.0,7540.0,711.0,"Jaipur, India",CASH_IN,Platinum,Fuel,F,1
1142,02-Jun-13,C895499660,1581.7,19010.72,17429.02,"Pune, India",PAYMENT,Gold,Food,M,0
1143,14-Mar-13,C1921087425,1598.0,1830.0,232.0,"Greater Mumbai, India",CASH_IN,Silver,Entertainment,F,0
1144,07-Nov-13,C976074082,28474.0,40846.0,12372.0,"Sihora, India",CASH_OUT,Platinum,Food,M,1
1145,25-Dec-12,C158695173,398183.44,2001087.94,1602904.5,"Raayachuru, India",CASH_IN,Platinum,Grocery,F,0
1146,13-May-14,C434506892,37400.43,74920.0,37519.57,"Ramgarh, India",PAYMENT,Signature,Fuel,M,0
1147,16-Oct-12,C286697997,194306.34,475338.9,281032.56,"Surat, India",CASH_OUT,Gold,Entertainment,F,0
1148,03-Nov-12,C310944511,20696.0,22719.0,2023.0,"Bengaluru, India",CASH_OUT,Platinum,Grocery,M,0
1149,26-Jul-12,C652624628,23678.0,46420.0,22742.0,"Ahmedabad, India",TRANSFER,Platinum,Food,F,1
1150,09-Mar-12,C1990469791,911.0,11802.0,10891.0,"Pune, India",CASH_OUT,Signature,Fuel,F,1
1151,12-Apr-14,C72062773,12128.62,29926.0,17797.38,"Greater Mumbai, India",PAYMENT,Gold,Entertainment,M,0
1152,07-Dec-13,C512720807,278722.57,471303.18,192580.61,"Bengaluru, India",CASH_IN,Signature,Grocery,F,0
1153,31-May-14,C42924814,268.0,275.0,7.0,"Ahmedabad, India",PAYMENT,Silver,Fuel,F,0
1154,11-Mar-13,C1816451820,0.0,0.0,0.0,"Naugachhia, India",CASH_OUT,Platinum,Grocery,M,0
1155,23-Mar-12,C1880983708,6214.0,8147.0,1933.0,"Ahmedabad, India",CASH_IN,Gold,Entertainment,M,0
1156,10-Nov-13,C668162716,2393.0,66950.0,64557.0,"Bengaluru, India",CASH_OUT,Platinum,Grocery,M,1
1157,01-Jan-12,C257393912,4855.16,178521.2,173666.04,"Namakkal, India",PAYMENT,Silver,Food,F,0
1158,24-Sep-13,C42694238,8267.0,25793.0,17526.0,"Bengaluru, India",CASH_OUT,Platinum,Bills,F,0
1159,20-Jan-13,C2074999704,71316.0,238564.42,167248.42,"Greater Mumbai, India",CASH_IN,Platinum,Fuel,F,0
1160,18-Apr-13,C916393820,4473.0,18290.0,13817.0,"Hyderabad, India",CASH_OUT,Signature,Fuel,F,0
1161,13-Jan-12,C1408119466,72.0,126.0,54.0,"Delhi, India",PAYMENT,Silver,Food,F,0
1162,28-Dec-13,C105158617,514.0,49002.0,48488.0,"Tasgaon, India",CASH_OUT,Signature,Food,M,0
1163,30-May-12,C1327550908,114880.82,5971008.41,5856127.59,"Ahmedabad, India",CASH_IN,Silver,Bills,M,0
1164,15-May-12,C2059952283,1966.0,4405.97,2439.97,"Wankaner, India",CASH_OUT,Silver,Fuel,M,0
1165,19-Dec-12,C759295805,13990.0,42703.0,28713.0,"Ahmedabad, India",CASH_OUT,Signature,Food,F,0
1166,16-Feb-12,C1859549133,3087.2,55690.58,52603.38,"Hyderabad, India",DEBIT,Platinum,Food,M,0
1167,12-Feb-14,C643010628,12959.0,30362.0,17403.0,"Kanpur, India",CASH_OUT,Signature,Fuel,M,0
1168,11-Mar-13,C245085707,4665.54,101355.56,96690.02,"Madikeri, India",PAYMENT,Signature,Bills,M,0
1169,31-Jan-14,C1389639611,6940.53,80940.52,73999.99,"Greater Mumbai, India",PAYMENT,Signature,Fuel,F,0
1170,10-Dec-13,C581764807,0.0,0.0,0.0,"Ahmedabad, India",PAYMENT,Silver,Food,M,0
1171,22-Jan-12,C11264615,0.0,0.0,0.0,"Ahmedabad, India",PAYMENT,Platinum,Food,F,0
1172,17-Dec-13,C1389422066,428176.77,10300000.0,9871823.23,"Sundargarh, India",CASH_IN,Gold,Grocery,M,0
1173,09-Sep-13,C479922195,7625.07,67906.0,60280.93,"Delhi, India",PAYMENT,Signature,Grocery,M,0
1174,28-Mar-15,C1811518630,5429.38,50058.0,44628.62,"Delhi, India",PAYMENT,Signature,Bills,F,0
1175,29-Jun-12,C1711022356,18471.42,20352.0,1880.58,"Ahmedabad, India",PAYMENT,Gold,Food,M,0
1176,27-Sep-12,C1721804138,2179.0,8049.0,5870.0,"Kanpur, India",CASH_OUT,Silver,Entertainment,M,1
1177,26-Dec-13,C1903305028,223361.23,10200000.0,9976638.77,"Chennai, India",CASH_IN,Gold,Grocery,M,0
1178,11-Jan-12,C1467411544,17158.0,44569.0,27411.0,"Hyderabad, India",CASH_OUT,Platinum,Bills,F,0
1179,28-Jan-15,C415811071,17361.0,30096.0,12735.0,"Revelganj, India",CASH_OUT,Gold,Grocery,M,1
1180,19-Oct-12,C2057065135,7889.0,41936.0,34047.0,"Delhi, India",TRANSFER,Gold,Fuel,F,1
1181,25-Apr-13,C1359055848,19414.64,1531426.72,1512012.08,"Delhi, India",CASH_IN,Gold,Bills,F,0
